ttM,uM,fBT,hp,tcM,startR,branch,BvR_T,BvR_Cq%,BvR_Cs%,BvR_Tb%,SvA_T,SvA_WR%,SvR_T,SvR_WR%,WvR_T,WvR_WR%
14,10,12,2500,5,30,30,222.8,0,40,60,106.2,56.7,95.1,23.3,86.0,33.3
14,10,12,2500,5,30,35,200.9,0,50,50,107.2,70.0,112.0,83.3,92.2,73.3
14,10,12,2500,5,30,40,177.9,0,63,37,116.4,70.0,123.3,63.3,90.6,70.0
14,10,12,2500,5,40,25,191.4,0,53,47,98.9,13.3,75.4,6.7,73.8,6.7
14,10,12,2500,5,40,30,210.4,0,43,57,103.4,43.3,96.3,36.7,84.8,26.7
14,10,12,2500,5,40,35,175.9,0,60,40,106.3,43.3,119.9,93.3,94.8,60.0
14,10,12,2500,5,40,40,194.0,0,53,47,117.3,70.0,112.1,70.0,102.9,73.3
14,10,12,2500,5,50,25,182.1,0,60,40,98.1,26.7,69.1,0.0,69.0,0.0
14,10,12,2500,5,50,30,180.4,0,57,43,101.5,23.3,107.8,43.3,80.5,36.7
14,10,12,2500,5,50,35,187.3,0,53,47,120.2,60.0,118.0,90.0,87.7,63.3
14,10,12,2500,5,50,40,185.3,0,53,47,108.2,70.0,124.1,83.3,96.0,80.0
14,10,12,3000,3,30,25,184.9,0,53,47,108.0,20.0,64.0,0.0,62.3,0.0
14,10,12,3000,3,30,30,180.3,0,57,43,119.6,36.7,79.2,16.7,67.3,0.0
14,10,12,3000,3,30,35,175.1,0,53,47,122.7,63.3,99.6,56.7,85.4,20.0
14,10,12,3000,3,30,40,176.5,0,57,43,135.4,66.7,107.7,26.7,95.5,60.0
14,10,12,3000,3,40,25,168.5,0,57,43,113.3,16.7,67.1,6.7,63.4,0.0
14,10,12,3000,3,40,30,183.4,0,50,50,109.7,23.3,79.2,20.0,68.5,0.0
14,10,12,3000,3,40,35,156.3,0,63,37,127.2,60.0,97.1,36.7,80.6,10.0
14,10,12,3000,3,40,40,205.2,0,40,60,124.0,56.7,122.2,36.7,81.0,36.7
14,10,12,3000,3,50,25,65.8,0,100,0,109.1,30.0,69.9,6.7,61.7,0.0
14,10,12,3000,3,50,30,63.0,0,100,0,128.6,46.7,84.2,20.0,66.4,10.0
14,10,12,3000,3,50,35,65.7,0,100,0,119.4,63.3,95.7,26.7,79.9,13.3
14,10,12,3000,3,50,40,63.0,0,100,0,130.7,70.0,102.0,53.3,86.5,16.7
14,10,12,3000,4,30,25,183.3,0,60,40,111.0,23.3,82.5,0.0,72.8,0.0
14,10,12,3000,4,30,30,191.0,0,53,47,116.9,46.7,110.3,40.0,85.6,20.0
14,10,12,3000,4,30,35,192.3,0,53,47,127.8,56.7,131.4,80.0,108.8,60.0
14,10,12,3000,4,30,40,196.5,0,50,50,132.2,80.0,127.7,36.7,94.9,50.0
14,10,12,3000,4,40,25,179.3,0,57,43,109.3,13.3,73.7,0.0,71.6,10.0
14,10,12,3000,4,40,30,203.3,0,47,53,124.5,53.3,107.4,30.0,75.0,3.3
14,10,12,3000,4,40,35,184.0,0,57,43,122.5,63.3,119.3,76.7,98.4,63.3
14,10,12,3000,4,40,40,178.0,0,60,40,136.4,83.3,125.5,76.7,108.9,76.7
14,10,12,3000,4,50,25,175.5,0,53,47,109.9,13.3,70.6,13.3,67.0,3.3
14,10,12,3000,4,50,30,225.3,0,33,67,124.1,26.7,83.9,16.7,70.0,13.3
14,10,12,3000,4,50,35,175.9,0,53,47,126.7,46.7,107.6,36.7,86.5,26.7
14,10,12,3000,4,50,40,175.2,0,57,43,125.1,46.7,133.9,53.3,83.2,33.3
14,10,12,3000,5,30,25,193.9,0,53,47,115.9,20.0,72.1,0.0,65.3,10.0
14,10,12,3000,5,30,30,199.1,0,50,50,117.0,40.0,99.5,23.3,90.4,30.0
14,10,12,3000,5,30,35,180.8,0,60,40,124.7,50.0,119.5,76.7,102.2,53.3
14,10,12,3000,5,30,40,189.5,0,57,43,127.9,73.3,135.6,56.7,118.3,60.0
14,10,12,3000,5,40,25,203.5,0,47,53,114.0,26.7,74.6,0.0,73.4,3.3
14,10,12,3000,5,40,30,202.7,0,50,50,111.5,46.7,109.1,46.7,91.0,20.0
14,10,12,3000,5,40,35,202.1,0,50,50,120.3,50.0,123.0,86.7,109.0,53.3
14,10,12,3000,5,40,40,183.3,0,57,43,133.5,76.7,116.6,56.7,106.9,60.0
14,10,12,3000,5,50,25,234.5,0,30,70,121.4,30.0,68.6,0.0,69.0,3.3
14,10,12,3000,5,50,30,136.7,0,77,23,118.6,40.0,100.9,43.3,82.5,13.3
14,10,12,3000,5,50,35,189.7,0,53,47,128.9,66.7,120.8,90.0,95.9,50.0
14,10,12,3000,5,50,40,142.6,0,73,27,125.6,63.3,128.4,46.7,101.6,73.3
14,10,14,1500,3,30,25,70.1,97,0,3,73.3,23.3,60.6,0.0,60.8,6.7
14,10,14,1500,3,30,30,62.4,90,10,0,79.4,36.7,69.6,20.0,62.3,16.7
14,10,14,1500,3,30,35,70.8,87,10,3,79.7,53.3,74.5,40.0,65.4,56.7
14,10,14,1500,3,30,40,70.1,90,7,3,84.1,53.3,83.6,70.0,65.3,70.0
14,10,14,1500,3,40,25,61.2,100,0,0,75.6,23.3,68.8,26.7,63.2,80.0
14,10,14,1500,3,40,30,61.3,100,0,0,71.7,16.7,80.2,66.7,65.6,76.7
14,10,14,1500,3,40,35,61.6,97,3,0,85.2,53.3,84.3,76.7,65.9,100.0
14,10,14,1500,3,40,40,61.9,97,3,0,98.7,73.3,92.3,90.0,65.2,96.7
14,10,14,1500,3,50,25,59.5,93,7,0,70.3,20.0,63.1,0.0,61.6,80.0
14,10,14,1500,3,50,30,59.2,100,0,0,70.8,20.0,64.6,10.0,61.5,80.0
14,10,14,1500,3,50,35,59.4,97,3,0,92.2,63.3,70.3,40.0,62.6,70.0
14,10,14,1500,3,50,40,59.2,100,0,0,79.6,36.7,89.5,66.7,70.5,83.3
14,10,14,1500,4,30,25,63.8,100,0,0,80.8,13.3,71.2,50.0,60.2,30.0
14,10,14,1500,4,30,30,63.4,100,0,0,80.0,23.3,79.9,73.3,72.8,93.3
14,10,14,1500,4,30,35,63.9,100,0,0,73.7,26.7,91.5,96.7,73.7,96.7
14,10,14,1500,4,30,40,63.3,100,0,0,90.3,76.7,87.1,100.0,73.2,100.0
14,10,14,1500,4,40,25,61.4,100,0,0,67.7,6.7,73.7,66.7,63.7,63.3
14,10,14,1500,4,40,30,61.3,100,0,0,74.7,33.3,78.4,86.7,63.5,53.3
14,10,14,1500,4,40,35,61.5,100,0,0,87.4,56.7,84.9,100.0,72.4,90.0
14,10,14,1500,4,40,40,61.2,100,0,0,81.1,53.3,101.9,86.7,65.3,96.7
14,10,14,1500,4,50,25,60.3,100,0,0,75.0,20.0,69.2,20.0,65.2,56.7
14,10,14,1500,4,50,30,60.6,100,0,0,81.8,63.3,80.7,60.0,69.6,76.7
14,10,14,1500,4,50,35,60.3,100,0,0,80.1,66.7,93.9,80.0,68.7,96.7
14,10,14,1500,4,50,40,69.5,93,3,3,89.3,73.3,89.5,76.7,72.6,93.3
14,10,14,1500,5,30,25,73.1,93,3,3,74.7,10.0,66.9,33.3,63.2,36.7
14,10,14,1500,5,30,30,63.7,100,0,0,83.3,30.0,81.7,70.0,66.5,76.7
14,10,14,1500,5,30,35,63.6,100,0,0,82.3,56.7,89.9,86.7,68.3,90.0
14,10,14,1500,5,30,40,63.5,100,0,0,86.0,70.0,96.5,96.7,67.9,100.0
14,10,14,1500,5,40,25,71.1,93,3,3,68.7,16.7,74.4,60.0,65.6,73.3
14,10,14,1500,5,40,30,62.4,100,0,0,77.8,33.3,78.2,60.0,70.4,93.3
14,10,14,1500,5,40,35,62.4,100,0,0,82.8,46.7,88.2,90.0,80.6,90.0
14,10,14,1500,5,40,40,62.6,100,0,0,83.2,63.3,110.4,86.7,67.9,100.0
14,10,14,1500,5,50,25,61.2,100,0,0,70.8,23.3,73.0,60.0,64.9,73.3
14,10,14,1500,5,50,30,69.1,97,0,3,74.6,26.7,81.8,70.0,68.3,86.7
14,10,14,1500,5,50,35,62.0,97,3,0,82.5,63.3,94.1,86.7,72.0,90.0
14,10,14,1500,5,50,40,61.2,100,0,0,86.8,66.7,99.4,90.0,72.2,96.7
14,10,14,2000,3,30,25,74.9,53,47,0,87.3,36.7,60.1,0.0,58.0,0.0
14,10,14,2000,3,30,30,70.7,50,50,0,92.4,50.0,72.0,3.3,63.3,3.3
14,10,14,2000,3,30,35,84.7,37,57,7,97.6,56.7,83.4,26.7,79.5,23.3
14,10,14,2000,3,30,40,93.9,53,37,10,106.3,70.0,108.2,66.7,79.3,50.0
14,10,14,2000,3,40,25,81.7,97,0,3,90.5,23.3,70.5,13.3,69.4,3.3
14,10,14,2000,3,40,30,82.0,87,10,3,88.2,30.0,84.8,50.0,76.5,63.3
14,10,14,2000,3,40,35,83.0,87,10,3,112.7,86.7,109.5,70.0,82.6,73.3
14,10,14,2000,3,40,40,82.4,87,10,3,100.2,70.0,103.7,86.7,82.2,80.0
14,10,14,2000,3,50,25,63.6,7,93,0,82.4,26.7,65.1,10.0,66.4,3.3
14,10,14,2000,3,50,30,63.5,0,100,0,87.0,23.3,64.1,3.3,63.0,0.0
14,10,14,2000,3,50,35,63.3,3,97,0,101.6,66.7,74.6,36.7,67.0,23.3
14,10,14,2000,3,50,40,63.3,3,97,0,90.3,40.0,93.2,66.7,71.0,20.0
14,10,14,2000,4,30,25,87.5,83,13,3,86.7,16.7,75.4,20.0,62.1,13.3
14,10,14,2000,4,30,30,86.0,87,10,3,87.9,40.0,87.0,60.0,77.8,60.0
14,10,14,2000,4,30,35,83.6,97,0,3,107.4,50.0,101.1,83.3,87.4,76.7
14,10,14,2000,4,30,40,116.2,80,3,17,100.4,66.7,108.1,93.3,93.8,86.7
14,10,14,2000,4,40,25,98.0,83,7,10,89.9,16.7,78.5,6.7,70.0,26.7
14,10,14,2000,4,40,30,82.4,90,7,3,90.2,33.3,87.6,23.3,75.6,43.3
14,10,14,2000,4,40,35,89.6,83,10,7,90.7,50.0,98.8,83.3,78.2,86.7
14,10,14,2000,4,40,40,81.6,97,0,3,104.1,80.0,100.9,80.0,88.5,83.3
14,10,14,2000,4,50,25,73.2,100,0,0,83.9,10.0,73.2,16.7,69.6,23.3
14,10,14,2000,4,50,30,89.0,87,7,7,95.9,66.7,87.8,56.7,73.5,56.7
14,10,14,2000,4,50,35,88.5,90,3,7,92.7,56.7,98.8,83.3,83.7,83.3
14,10,14,2000,4,50,40,88.3,90,3,7,99.6,66.7,108.2,76.7,78.1,90.0
14,10,14,2000,5,30,25,93.0,87,7,7,84.7,13.3,69.1,20.0,62.3,26.7
14,10,14,2000,5,30,30,99.0,83,10,7,92.6,23.3,83.8,50.0,81.0,56.7
14,10,14,2000,5,30,35,85.5,87,10,3,89.1,26.7,101.0,80.0,85.5,83.3
14,10,14,2000,5,30,40,93.5,87,7,7,101.2,70.0,104.9,90.0,80.6,93.3
14,10,14,2000,5,40,25,83.1,93,3,3,81.0,16.7,77.0,10.0,71.5,36.7
14,10,14,2000,5,40,30,84.2,90,7,3,89.1,33.3,93.5,36.7,74.6,43.3
14,10,14,2000,5,40,35,83.2,93,3,3,91.6,36.7,108.7,86.7,98.3,76.7
14,10,14,2000,5,40,40,104.0,73,17,10,96.5,63.3,111.9,86.7,85.7,90.0
14,10,14,2000,5,50,25,89.2,93,0,7,85.7,23.3,76.8,23.3,67.4,10.0
14,10,14,2000,5,50,30,83.4,83,13,3,90.7,43.3,89.7,40.0,75.3,53.3
14,10,14,2000,5,50,35,89.2,93,0,7,97.2,36.7,101.8,50.0,79.1,93.3
14,10,14,2000,5,50,40,94.7,83,10,7,98.1,70.0,107.8,86.7,84.2,86.7
14,10,14,2500,3,30,25,144.6,0,67,33,93.8,26.7,61.9,0.0,57.8,0.0
14,10,14,2500,3,30,30,218.8,0,37,63,102.6,40.0,67.5,0.0,61.7,0.0
14,10,14,2500,3,30,35,143.9,0,67,33,106.3,50.0,92.7,46.7,80.3,13.3
14,10,14,2500,3,30,40,169.6,0,57,43,115.6,50.0,115.8,23.3,80.7,36.7
14,10,14,2500,3,40,25,182.9,0,53,47,105.2,20.0,71.4,0.0,68.3,0.0
14,10,14,2500,3,40,30,202.4,0,47,53,101.7,43.3,88.1,23.3,72.0,3.3
14,10,14,2500,3,40,35,182.5,0,53,47,118.6,73.3,111.1,76.7,91.8,43.3
14,10,14,2500,3,40,40,197.8,0,47,53,123.3,73.3,111.3,70.0,96.0,53.3
14,10,14,2500,3,50,25,65.2,0,100,0,102.4,40.0,66.2,6.7,64.0,0.0
14,10,14,2500,3,50,30,63.4,0,100,0,99.3,26.7,65.7,6.7,63.3,0.0
14,10,14,2500,3,50,35,66.8,0,100,0,111.7,63.3,79.2,23.3,65.3,6.7
14,10,14,2500,3,50,40,63.0,0,100,0,107.2,53.3,105.7,50.0,72.2,16.7
14,10,14,2500,4,30,25,202.8,0,50,50,99.6,16.7,74.0,6.7,66.0,3.3
14,10,14,2500,4,30,30,183.5,0,60,40,107.8,53.3,95.4,30.0,80.1,30.0
14,10,14,2500,4,30,35,159.5,0,70,30,118.5,33.3,114.6,80.0,93.6,80.0
14,10,14,2500,4,30,40,178.4,0,60,40,125.8,86.7,116.5,83.3,96.0,60.0
14,10,14,2500,4,40,25,209.9,0,43,57,99.0,30.0,77.2,0.0,72.6,6.7
14,10,14,2500,4,40,30,174.5,0,60,40,100.6,30.0,93.9,43.3,75.0,3.3
14,10,14,2500,4,40,35,210.5,0,43,57,109.4,56.7,109.5,73.3,93.6,63.3
14,10,14,2500,4,40,40,190.7,0,53,47,113.7,66.7,131.6,66.7,93.8,53.3
14,10,14,2500,4,50,25,213.7,0,40,60,101.7,23.3,76.2,20.0,74.5,0.0
14,10,14,2500,4,50,30,155.7,0,67,33,106.1,43.3,95.7,30.0,83.0,26.7
14,10,14,2500,4,50,35,171.5,0,60,40,111.4,63.3,106.3,60.0,84.1,36.7
14,10,14,2500,4,50,40,186.2,0,53,47,121.0,80.0,111.7,66.7,101.7,70.0
14,10,14,2500,5,30,25,185.1,0,63,37,111.8,23.3,72.8,0.0,64.0,6.7
14,10,14,2500,5,30,30,208.8,0,47,53,113.7,53.3,96.6,40.0,84.3,36.7
14,10,14,2500,5,30,35,183.1,0,60,40,105.3,23.3,115.1,70.0,96.2,56.7
14,10,14,2500,5,30,40,185.6,0,60,40,116.7,66.7,122.6,50.0,109.0,86.7
14,10,14,2500,5,40,25,188.3,0,57,43,92.7,26.7,76.7,0.0,73.4,0.0
14,10,14,2500,5,40,30,184.4,0,60,40,99.0,56.7,92.4,26.7,81.9,10.0
14,10,14,2500,5,40,35,217.3,0,40,60,116.7,60.0,119.2,73.3,102.1,53.3
14,10,14,2500,5,40,40,204.1,0,50,50,115.5,73.3,115.2,93.3,96.1,63.3
14,10,14,2500,5,50,25,170.0,0,63,37,102.4,23.3,77.7,10.0,69.5,3.3
14,10,14,2500,5,50,30,166.1,0,63,37,102.3,33.3,89.6,23.3,76.1,3.3
14,10,14,2500,5,50,35,199.4,0,50,50,116.6,50.0,105.3,73.3,94.0,43.3
14,10,14,2500,5,50,40,202.4,0,50,50,120.1,63.3,108.8,76.7,90.1,70.0
14,10,14,3000,3,30,25,152.2,0,63,37,108.2,20.0,61.4,0.0,59.0,0.0
14,10,14,3000,3,30,30,198.7,0,43,57,112.3,56.7,70.8,0.0,68.1,0.0
14,10,14,3000,3,30,35,175.6,0,53,47,131.7,53.3,86.3,30.0,77.9,6.7
14,10,14,3000,3,30,40,167.6,0,57,43,127.7,63.3,108.0,40.0,88.9,36.7
14,10,14,3000,3,40,25,178.5,0,57,43,111.8,20.0,69.1,0.0,72.1,0.0
14,10,14,3000,3,40,30,161.4,0,63,37,115.6,26.7,93.9,20.0,76.3,0.0
14,10,14,3000,3,40,35,169.9,0,60,40,136.2,63.3,119.8,66.7,100.8,46.7
14,10,14,3000,3,40,40,204.8,0,43,57,135.6,80.0,126.3,53.3,96.4,50.0
14,10,14,3000,3,50,25,63.0,0,100,0,109.5,26.7,63.0,0.0,63.8,0.0
14,10,14,3000,3,50,30,63.0,0,100,0,114.7,30.0,70.1,10.0,64.7,3.3
14,10,14,3000,3,50,35,66.1,0,100,0,120.6,56.7,87.3,26.7,66.3,0.0
14,10,14,3000,3,50,40,63.4,0,100,0,132.3,73.3,99.3,30.0,70.6,13.3
14,10,14,3000,4,30,25,194.9,0,53,47,118.1,30.0,75.2,0.0,66.8,0.0
14,10,14,3000,4,30,30,200.3,0,50,50,114.2,40.0,98.7,10.0,85.6,6.7
14,10,14,3000,4,30,35,186.6,0,63,37,125.3,13.3,129.0,86.7,95.5,46.7
14,10,14,3000,4,30,40,182.8,0,60,40,134.3,73.3,133.0,60.0,100.7,60.0
14,10,14,3000,4,40,25,167.5,0,63,37,109.7,26.7,78.4,0.0,70.3,0.0
14,10,14,3000,4,40,30,186.4,0,53,47,115.5,40.0,90.1,16.7,77.5,0.0
14,10,14,3000,4,40,35,214.9,0,40,60,123.8,50.0,112.1,70.0,98.7,30.0
14,10,14,3000,4,40,40,164.1,0,67,33,129.0,76.7,128.2,80.0,101.4,53.3
14,10,14,3000,4,50,25,195.9,0,47,53,117.5,20.0,71.2,3.3,71.9,0.0
14,10,14,3000,4,50,30,162.0,0,63,37,127.4,56.7,92.2,16.7,85.6,10.0
14,10,14,3000,4,50,35,219.3,0,40,60,122.1,60.0,130.7,70.0,89.2,33.3
14,10,14,3000,4,50,40,178.4,0,57,43,121.2,53.3,113.4,43.3,100.8,50.0
14,10,14,3000,5,30,25,186.2,0,60,40,118.7,36.7,70.8,3.3,74.9,0.0
14,10,14,3000,5,30,30,204.5,0,50,50,114.8,43.3,100.3,30.0,90.3,36.7
14,10,14,3000,5,30,35,163.9,0,70,30,124.3,36.7,120.6,80.0,100.7,50.0
14,10,14,3000,5,30,40,206.6,0,47,53,124.4,60.0,122.6,63.3,103.4,76.7
14,10,14,3000,5,40,25,180.9,0,60,40,112.3,36.7,72.5,0.0,78.6,6.7
14,10,14,3000,5,40,30,224.8,0,37,63,128.3,33.3,90.3,13.3,87.8,6.7
14,10,14,3000,5,40,35,206.7,0,47,53,135.5,46.7,125.8,66.7,102.3,60.0
14,10,14,3000,5,40,40,185.3,0,57,43,140.1,73.3,125.7,80.0,104.1,66.7
14,10,14,3000,5,50,25,157.4,0,70,30,117.7,13.3,80.2,0.0,75.6,3.3
14,10,14,3000,5,50,30,163.5,0,67,33,113.7,23.3,96.2,30.0,87.6,10.0
14,10,14,3000,5,50,35,162.4,0,63,37,123.1,50.0,121.6,66.7,95.4,43.3
14,10,14,3000,5,50,40,181.8,0,57,43,130.7,70.0,121.4,53.3,105.4,53.3
14,12,10,1500,3,30,25,59.5,100,0,0,69.1,13.3,63.2,3.3,59.0,40.0
14,12,10,1500,3,30,30,59.5,93,7,0,69.8,13.3,67.8,13.3,62.2,50.0
14,12,10,1500,3,30,35,67.7,97,0,3,83.5,63.3,75.0,56.7,73.3,66.7
14,12,10,1500,3,30,40,59.4,93,7,0,80.9,56.7,85.9,50.0,63.1,86.7
14,12,10,1500,3,40,25,58.5,100,0,0,69.2,16.7,59.8,0.0,57.1,36.7
14,12,10,1500,3,40,30,58.5,100,0,0,75.5,36.7,60.8,6.7,60.6,43.3
14,12,10,1500,3,40,35,66.7,93,3,3,70.6,30.0,72.3,26.7,62.4,56.7
14,12,10,1500,3,40,40,58.3,100,0,0,77.8,53.3,89.2,70.0,62.5,90.0
14,12,10,1500,3,50,25,57.4,97,3,0,63.9,3.3,60.0,3.3,59.5,76.7
14,12,10,1500,3,50,30,58.5,93,7,0,79.5,30.0,70.2,13.3,60.1,86.7
14,12,10,1500,3,50,35,57.5,100,0,0,79.8,63.3,71.8,43.3,67.1,70.0
14,12,10,1500,3,50,40,57.4,100,0,0,78.0,53.3,94.7,73.3,61.7,90.0
14,12,10,1500,4,30,25,60.6,100,0,0,66.7,13.3,70.4,53.3,63.9,70.0
14,12,10,1500,4,30,30,61.7,97,3,0,80.1,50.0,75.8,66.7,65.0,80.0
14,12,10,1500,4,30,35,60.2,100,0,0,76.4,36.7,97.3,76.7,70.1,90.0
14,12,10,1500,4,30,40,61.5,97,3,0,80.2,53.3,89.7,96.7,89.2,86.7
14,12,10,1500,4,40,25,59.5,100,0,0,68.9,6.7,59.9,0.0,58.6,40.0
14,12,10,1500,4,40,30,67.3,93,3,3,67.8,20.0,67.6,13.3,65.2,53.3
14,12,10,1500,4,40,35,59.2,100,0,0,83.0,56.7,78.6,26.7,63.2,90.0
14,12,10,1500,4,40,40,59.4,97,3,0,74.6,36.7,84.0,50.0,63.4,90.0
14,12,10,1500,4,50,25,58.3,100,0,0,67.8,23.3,63.0,10.0,57.6,40.0
14,12,10,1500,4,50,30,66.3,97,0,3,79.3,30.0,65.7,26.7,60.3,56.7
14,12,10,1500,4,50,35,66.7,93,3,3,72.1,33.3,80.9,10.0,59.3,76.7
14,12,10,1500,4,50,40,58.2,100,0,0,73.7,33.3,99.1,86.7,73.3,80.0
14,12,10,1500,5,30,25,62.4,97,3,0,76.1,23.3,68.0,43.3,63.7,46.7
14,12,10,1500,5,30,30,61.7,100,0,0,65.5,10.0,74.4,56.7,68.2,70.0
14,12,10,1500,5,30,35,61.5,100,0,0,81.0,43.3,84.8,93.3,70.6,90.0
14,12,10,1500,5,30,40,62.7,97,3,0,83.4,66.7,89.6,90.0,99.4,76.7
14,12,10,1500,5,40,25,60.6,100,0,0,72.5,20.0,67.7,26.7,63.9,60.0
14,12,10,1500,5,40,30,60.5,100,0,0,88.4,43.3,73.3,43.3,67.1,73.3
14,12,10,1500,5,40,35,60.4,100,0,0,75.7,16.7,101.9,73.3,70.5,93.3
14,12,10,1500,5,40,40,68.6,97,0,3,86.6,60.0,92.0,93.3,76.5,90.0
14,12,10,1500,5,50,25,59.8,93,7,0,69.9,10.0,61.9,6.7,59.4,26.7
14,12,10,1500,5,50,30,67.5,97,0,3,66.4,10.0,67.3,13.3,67.2,46.7
14,12,10,1500,5,50,35,59.3,100,0,0,81.4,56.7,78.7,33.3,72.6,73.3
14,12,10,1500,5,50,40,59.6,100,0,0,78.3,40.0,78.1,40.0,63.3,90.0
14,12,10,2000,3,30,25,84.2,53,40,7,84.0,16.7,62.1,3.3,59.6,0.0
14,12,10,2000,3,30,30,84.0,57,37,7,85.6,26.7,70.8,6.7,65.7,3.3
14,12,10,2000,3,30,35,91.2,47,43,10,96.6,50.0,79.9,40.0,73.6,20.0
14,12,10,2000,3,30,40,84.2,57,37,7,105.5,46.7,87.8,53.3,71.5,46.7
14,12,10,2000,3,40,25,82.2,40,53,7,79.0,13.3,61.0,0.0,57.4,6.7
14,12,10,2000,3,40,30,89.6,37,53,10,83.0,10.0,65.5,13.3,62.6,3.3
14,12,10,2000,3,40,35,89.6,33,57,10,89.6,50.0,80.3,46.7,64.6,16.7
14,12,10,2000,3,40,40,89.6,37,53,10,90.9,53.3,98.0,70.0,68.7,23.3
14,12,10,2000,3,50,25,68.7,70,30,0,81.9,23.3,64.4,6.7,63.1,3.3
14,12,10,2000,3,50,30,70.1,90,10,0,89.8,40.0,68.2,20.0,64.4,6.7
14,12,10,2000,3,50,35,70.3,73,27,0,93.4,60.0,77.3,40.0,65.6,10.0
14,12,10,2000,3,50,40,69.7,87,13,0,98.9,80.0,95.1,70.0,75.1,30.0
14,12,10,2000,4,30,25,82.4,90,7,3,88.0,23.3,69.6,6.7,72.5,43.3
14,12,10,2000,4,30,30,104.8,80,7,13,91.3,36.7,83.3,30.0,78.2,56.7
14,12,10,2000,4,30,35,82.1,93,3,3,96.9,46.7,93.6,66.7,83.5,73.3
14,12,10,2000,4,30,40,83.1,83,13,3,96.2,56.7,112.3,70.0,87.1,83.3
14,12,10,2000,4,40,25,85.0,47,47,7,78.7,13.3,62.1,0.0,61.2,6.7
14,12,10,2000,4,40,30,69.4,53,47,0,79.9,6.7,65.8,0.0,62.2,0.0
14,12,10,2000,4,40,35,68.3,50,50,0,101.4,46.7,79.1,33.3,74.1,20.0
14,12,10,2000,4,40,40,85.1,67,27,7,92.0,50.0,103.9,53.3,69.2,33.3
14,12,10,2000,4,50,25,69.9,47,53,0,80.3,20.0,62.9,0.0,60.1,3.3
14,12,10,2000,4,50,30,74.7,43,53,3,91.1,26.7,64.1,6.7,63.6,6.7
14,12,10,2000,4,50,35,82.6,43,50,7,90.5,36.7,77.4,23.3,64.8,20.0
14,12,10,2000,4,50,40,82.4,43,50,7,92.2,56.7,100.6,76.7,78.9,23.3
14,12,10,2000,5,30,25,112.4,80,3,17,85.3,20.0,71.0,0.0,69.3,36.7
14,12,10,2000,5,30,30,91.3,87,7,7,84.3,13.3,85.3,30.0,75.6,46.7
14,12,10,2000,5,30,35,84.1,87,10,3,103.9,66.7,104.4,73.3,81.4,73.3
14,12,10,2000,5,30,40,89.7,90,3,7,95.7,60.0,98.4,76.7,90.9,80.0
14,12,10,2000,5,40,25,74.0,93,7,0,81.6,20.0,69.8,6.7,69.4,26.7
14,12,10,2000,5,40,30,103.9,83,3,13,96.9,50.0,87.5,30.0,78.8,30.0
14,12,10,2000,5,40,35,96.4,87,3,10,98.0,60.0,97.6,50.0,88.6,66.7
14,12,10,2000,5,40,40,89.3,90,3,7,97.5,76.7,106.3,83.3,91.2,90.0
14,12,10,2000,5,50,25,84.7,47,47,7,85.5,16.7,63.6,3.3,59.8,3.3
14,12,10,2000,5,50,30,77.0,57,40,3,81.1,20.0,70.5,6.7,67.2,20.0
14,12,10,2000,5,50,35,85.2,57,37,7,100.5,46.7,82.3,33.3,72.5,13.3
14,12,10,2000,5,50,40,69.4,57,43,0,97.8,50.0,88.2,43.3,70.9,50.0
14,12,10,2500,3,30,25,181.4,0,53,47,101.1,20.0,66.5,3.3,60.1,0.0
14,12,10,2500,3,30,30,160.8,0,60,40,105.9,23.3,73.1,13.3,63.6,0.0
14,12,10,2500,3,30,35,170.7,0,57,43,103.9,40.0,76.2,16.7,83.5,20.0
14,12,10,2500,3,30,40,181.1,0,53,47,109.1,53.3,92.2,23.3,77.1,33.3
14,12,10,2500,3,40,25,177.6,0,53,47,94.3,20.0,58.7,0.0,60.0,3.3
14,12,10,2500,3,40,30,179.9,0,53,47,103.7,20.0,67.9,6.7,66.7,10.0
14,12,10,2500,3,40,35,161.7,0,60,40,102.4,23.3,85.7,43.3,65.1,6.7
14,12,10,2500,3,40,40,189.4,0,47,53,106.4,50.0,104.5,36.7,83.4,16.7
14,12,10,2500,3,50,25,79.0,0,100,0,97.5,10.0,64.3,10.0,62.9,3.3
14,12,10,2500,3,50,30,76.3,0,100,0,105.1,16.7,67.5,10.0,63.8,3.3
14,12,10,2500,3,50,35,78.4,0,100,0,110.0,50.0,75.7,16.7,66.2,3.3
14,12,10,2500,3,50,40,78.0,0,100,0,108.8,63.3,122.7,66.7,69.9,13.3
14,12,10,2500,4,30,25,210.4,0,43,57,103.4,10.0,78.5,6.7,74.1,10.0
14,12,10,2500,4,30,30,190.0,0,53,47,110.0,43.3,94.7,33.3,83.7,23.3
14,12,10,2500,4,30,35,189.6,0,53,47,108.8,26.7,101.4,40.0,87.9,46.7
14,12,10,2500,4,30,40,206.0,0,50,50,105.6,50.0,122.9,50.0,88.6,70.0
14,12,10,2500,4,40,25,224.1,0,37,63,105.2,16.7,66.0,0.0,61.5,3.3
14,12,10,2500,4,40,30,165.1,0,60,40,106.0,30.0,69.1,3.3,63.1,3.3
14,12,10,2500,4,40,35,185.8,0,57,43,116.3,56.7,81.0,33.3,71.2,16.7
14,12,10,2500,4,40,40,164.5,0,60,40,105.4,53.3,93.9,53.3,82.2,36.7
