ttM,uM,fBT,hp,tcM,startR,branch,BvR_T,BvR_Cq%,BvR_Cs%,BvR_Tb%,SvA_T,SvA_WR%,SvR_T,SvR_WR%,WvR_T,WvR_WR%
14,12,10,2500,4,50,25,150.6,0,63,37,94.3,16.7,62.8,0.0,59.9,0.0
14,12,10,2500,4,50,30,181.5,0,50,50,109.3,43.3,73.6,10.0,67.8,0.0
14,12,10,2500,4,50,35,158.6,0,60,40,105.8,40.0,90.8,30.0,69.9,16.7
14,12,10,2500,4,50,40,181.5,0,50,50,110.1,53.3,108.7,30.0,70.9,23.3
14,12,10,2500,5,30,25,202.2,0,50,50,97.9,26.7,76.5,0.0,72.0,16.7
14,12,10,2500,5,30,30,165.3,0,67,33,99.0,10.0,86.2,26.7,84.2,23.3
14,12,10,2500,5,30,35,191.9,0,53,47,111.0,36.7,109.7,76.7,92.3,40.0
14,12,10,2500,5,30,40,191.3,0,53,47,117.8,66.7,120.6,56.7,104.0,63.3
14,12,10,2500,5,40,25,144.9,0,77,23,94.3,10.0,69.0,3.3,72.6,10.0
14,12,10,2500,5,40,30,167.0,0,63,37,104.3,26.7,85.6,26.7,78.8,10.0
14,12,10,2500,5,40,35,197.7,0,50,50,113.3,56.7,115.4,40.0,84.2,40.0
14,12,10,2500,5,40,40,200.7,0,47,53,111.8,60.0,109.8,70.0,96.5,66.7
14,12,10,2500,5,50,25,207.3,0,40,60,98.8,20.0,61.9,0.0,61.9,0.0
14,12,10,2500,5,50,30,175.3,0,57,43,96.4,13.3,74.0,13.3,63.6,3.3
14,12,10,2500,5,50,35,156.7,0,63,37,119.4,63.3,89.5,30.0,71.8,13.3
14,12,10,2500,5,50,40,160.4,0,60,40,113.0,66.7,92.4,36.7,82.5,33.3
14,12,10,3000,3,30,25,142.7,0,70,30,115.8,26.7,63.2,3.3,60.5,0.0
14,12,10,3000,3,30,30,190.4,0,47,53,116.0,16.7,72.0,10.0,64.3,3.3
14,12,10,3000,3,30,35,159.7,0,60,40,116.0,30.0,96.3,36.7,76.6,20.0
14,12,10,3000,3,30,40,160.0,0,60,40,127.5,56.7,91.5,26.7,82.5,40.0
14,12,10,3000,3,40,25,157.8,0,60,40,110.7,23.3,63.9,0.0,59.5,0.0
14,12,10,3000,3,40,30,216.3,0,37,63,113.2,23.3,65.4,3.3,65.0,3.3
14,12,10,3000,3,40,35,134.6,0,70,30,118.8,46.7,85.6,30.0,70.1,16.7
14,12,10,3000,3,40,40,166.6,0,57,43,112.9,30.0,121.5,33.3,77.2,20.0
14,12,10,3000,3,50,25,74.2,0,100,0,106.0,13.3,63.1,3.3,63.4,0.0
14,12,10,3000,3,50,30,74.1,0,100,0,121.1,30.0,83.6,26.7,64.5,3.3
14,12,10,3000,3,50,35,74.4,0,100,0,123.3,60.0,83.0,20.0,67.2,6.7
14,12,10,3000,3,50,40,78.5,0,100,0,120.6,63.3,108.5,33.3,78.8,13.3
14,12,10,3000,4,30,25,210.0,0,43,57,105.1,20.0,73.3,0.0,73.2,0.0
14,12,10,3000,4,30,30,198.0,0,50,50,119.1,40.0,92.7,33.3,81.9,10.0
14,12,10,3000,4,30,35,164.1,0,67,33,119.2,23.3,106.0,56.7,88.1,43.3
14,12,10,3000,4,30,40,182.5,0,60,40,128.1,56.7,126.0,50.0,101.3,50.0
14,12,10,3000,4,40,25,172.0,0,60,40,116.2,16.7,61.0,0.0,61.2,0.0
14,12,10,3000,4,40,30,179.8,0,53,47,113.4,26.7,75.0,10.0,64.7,0.0
14,12,10,3000,4,40,35,186.6,0,57,43,120.3,26.7,81.3,30.0,79.4,26.7
14,12,10,3000,4,40,40,192.6,0,47,53,118.4,40.0,107.9,16.7,88.4,46.7
14,12,10,3000,4,50,25,197.3,0,43,57,116.7,16.7,65.0,0.0,62.2,0.0
14,12,10,3000,4,50,30,178.9,0,53,47,116.4,36.7,68.1,3.3,64.2,0.0
14,12,10,3000,4,50,35,170.7,0,57,43,113.4,40.0,88.4,26.7,68.3,3.3
14,12,10,3000,4,50,40,163.3,0,60,40,126.2,63.3,110.3,16.7,75.3,10.0
14,12,10,3000,5,30,25,190.8,0,57,43,115.4,33.3,74.3,0.0,70.5,0.0
14,12,10,3000,5,30,30,179.9,0,60,40,116.8,26.7,97.5,13.3,82.7,6.7
14,12,10,3000,5,30,35,180.0,0,60,40,129.9,53.3,123.4,43.3,88.3,30.0
14,12,10,3000,5,30,40,199.3,0,50,50,129.8,53.3,123.3,60.0,114.4,73.3
14,12,10,3000,5,40,25,209.0,0,43,57,113.6,13.3,70.5,0.0,70.0,0.0
14,12,10,3000,5,40,30,210.7,0,43,57,113.3,40.0,98.2,20.0,75.2,3.3
14,12,10,3000,5,40,35,159.3,0,70,30,126.8,53.3,107.5,36.7,84.6,16.7
14,12,10,3000,5,40,40,187.2,0,57,43,120.8,53.3,116.7,63.3,103.6,70.0
14,12,10,3000,5,50,25,171.9,0,57,43,113.9,20.0,63.0,0.0,61.5,0.0
14,12,10,3000,5,50,30,153.6,0,63,37,111.7,13.3,72.0,10.0,66.0,0.0
14,12,10,3000,5,50,35,163.0,0,60,40,126.3,43.3,90.8,43.3,75.9,10.0
14,12,10,3000,5,50,40,152.9,0,63,37,114.7,40.0,92.2,13.3,85.5,33.3
14,12,12,1500,3,30,25,61.6,100,0,0,68.6,13.3,59.9,0.0,58.4,33.3
14,12,12,1500,3,30,30,61.6,100,0,0,77.2,26.7,65.1,3.3,60.0,3.3
14,12,12,1500,3,30,35,61.6,100,0,0,76.4,33.3,79.8,50.0,70.7,63.3
14,12,12,1500,3,30,40,61.6,100,0,0,86.7,63.3,80.3,30.0,68.8,70.0
14,12,12,1500,3,40,25,61.0,97,3,0,65.8,16.7,69.8,3.3,62.2,53.3
14,12,12,1500,3,40,30,60.2,100,0,0,81.1,46.7,79.0,33.3,67.1,83.3
14,12,12,1500,3,40,35,62.2,93,7,0,77.6,50.0,94.7,56.7,66.3,96.7
14,12,12,1500,3,40,40,60.7,100,0,0,79.5,53.3,91.7,96.7,65.9,96.7
14,12,12,1500,3,50,25,59.4,97,3,0,70.5,23.3,63.1,6.7,61.0,63.3
14,12,12,1500,3,50,30,59.4,97,3,0,65.4,13.3,64.6,10.0,61.8,66.7
14,12,12,1500,3,50,35,59.4,97,3,0,77.0,53.3,64.8,10.0,61.4,86.7
14,12,12,1500,3,50,40,59.7,90,10,0,76.0,33.3,76.9,36.7,62.3,70.0
14,12,12,1500,4,30,25,62.3,100,0,0,79.4,16.7,69.4,40.0,63.5,53.3
14,12,12,1500,4,30,30,62.4,100,0,0,76.7,30.0,77.8,66.7,66.2,83.3
14,12,12,1500,4,30,35,62.4,100,0,0,93.1,40.0,88.2,76.7,73.3,80.0
14,12,12,1500,4,30,40,62.4,100,0,0,85.2,56.7,102.7,86.7,74.5,96.7
14,12,12,1500,4,40,25,61.7,100,0,0,65.5,10.0,59.8,0.0,58.7,30.0
14,12,12,1500,4,40,30,61.2,100,0,0,71.4,16.7,64.1,6.7,61.0,10.0
14,12,12,1500,4,40,35,62.2,97,3,0,80.0,33.3,75.1,33.3,68.9,60.0
14,12,12,1500,4,40,40,61.6,100,0,0,84.7,60.0,89.6,36.7,65.7,80.0
14,12,12,1500,4,50,25,60.2,100,0,0,73.4,13.3,69.1,6.7,61.4,46.7
14,12,12,1500,4,50,30,60.2,100,0,0,84.1,40.0,76.3,33.3,62.7,73.3
14,12,12,1500,4,50,35,69.0,93,3,3,76.1,43.3,86.4,50.0,66.2,93.3
14,12,12,1500,4,50,40,68.3,97,0,3,81.3,53.3,100.4,86.7,65.6,100.0
14,12,12,1500,5,30,25,64.2,100,0,0,81.2,23.3,64.3,36.7,59.1,46.7
14,12,12,1500,5,30,30,63.4,100,0,0,73.3,6.7,75.7,66.7,67.8,70.0
14,12,12,1500,5,30,35,71.2,97,0,3,80.0,26.7,91.9,70.0,75.5,83.3
14,12,12,1500,5,30,40,71.4,97,0,3,83.7,63.3,95.7,90.0,84.8,83.3
14,12,12,1500,5,40,25,62.4,100,0,0,71.0,20.0,70.1,36.7,66.5,76.7
14,12,12,1500,5,40,30,62.6,100,0,0,73.7,26.7,76.2,33.3,65.2,83.3
14,12,12,1500,5,40,35,63.4,97,3,0,86.4,33.3,91.7,73.3,73.1,90.0
14,12,12,1500,5,40,40,62.7,100,0,0,77.8,46.7,88.6,93.3,72.2,96.7
14,12,12,1500,5,50,25,62.4,97,3,0,76.0,30.0,64.0,6.7,64.7,53.3
14,12,12,1500,5,50,30,62.0,97,3,0,80.1,26.7,73.4,36.7,63.8,66.7
14,12,12,1500,5,50,35,61.3,100,0,0,84.1,66.7,88.3,40.0,69.6,80.0
14,12,12,1500,5,50,40,61.4,100,0,0,85.2,66.7,101.4,83.3,65.3,96.7
14,12,12,2000,3,30,25,81.7,83,13,3,83.3,10.0,58.6,0.0,60.1,6.7
14,12,12,2000,3,30,30,89.3,83,10,7,81.5,16.7,64.7,3.3,61.7,3.3
14,12,12,2000,3,30,35,89.8,80,13,7,100.4,36.7,72.5,16.7,72.3,10.0
14,12,12,2000,3,30,40,81.4,93,3,3,97.9,70.0,77.5,36.7,72.0,36.7
14,12,12,2000,3,40,25,95.9,87,3,10,79.9,10.0,69.6,0.0,68.0,10.0
14,12,12,2000,3,40,30,96.0,83,7,10,94.4,60.0,78.7,10.0,70.5,36.7
14,12,12,2000,3,40,35,95.8,90,0,10,89.0,46.7,85.2,46.7,77.5,76.7
14,12,12,2000,3,40,40,82.3,80,17,3,96.7,60.0,97.7,86.7,87.5,70.0
14,12,12,2000,3,50,25,63.3,3,97,0,81.3,23.3,63.4,3.3,64.4,0.0
14,12,12,2000,3,50,30,63.3,3,97,0,78.1,16.7,67.5,16.7,63.0,0.0
14,12,12,2000,3,50,35,63.0,0,100,0,92.0,50.0,71.5,13.3,64.4,6.7
14,12,12,2000,3,50,40,63.0,0,100,0,89.2,50.0,83.0,23.3,65.1,13.3
14,12,12,2000,4,30,25,84.1,93,3,3,80.1,16.7,69.6,6.7,67.5,30.0
14,12,12,2000,4,30,30,98.7,87,3,10,86.3,26.7,88.1,33.3,73.7,46.7
14,12,12,2000,4,30,35,98.7,83,7,10,96.1,50.0,103.2,53.3,85.0,70.0
14,12,12,2000,4,30,40,98.2,87,3,10,92.3,40.0,111.3,56.7,103.1,63.3
14,12,12,2000,4,40,25,89.5,87,7,7,79.0,10.0,59.1,3.3,58.3,0.0
14,12,12,2000,4,40,30,89.9,87,7,7,86.6,26.7,65.9,0.0,62.6,3.3
14,12,12,2000,4,40,35,74.5,90,10,0,91.6,20.0,78.2,20.0,67.9,6.7
14,12,12,2000,4,40,40,89.7,90,3,7,102.9,66.7,90.5,40.0,77.5,50.0
14,12,12,2000,4,50,25,88.3,93,0,7,92.5,16.7,70.4,6.7,65.8,3.3
14,12,12,2000,4,50,30,88.4,90,3,7,94.1,56.7,78.5,13.3,69.7,36.7
14,12,12,2000,4,50,35,81.2,83,13,3,88.0,33.3,89.6,43.3,86.6,73.3
14,12,12,2000,4,50,40,88.4,90,3,7,93.5,56.7,103.6,76.7,81.5,86.7
14,12,12,2000,5,30,25,83.5,97,0,3,87.8,16.7,68.5,6.7,68.8,33.3
14,12,12,2000,5,30,30,92.2,90,3,7,81.6,10.0,83.9,40.0,74.4,33.3
14,12,12,2000,5,30,35,91.5,90,3,7,88.2,20.0,93.4,76.7,77.5,60.0
14,12,12,2000,5,30,40,99.2,87,3,10,99.9,76.7,113.8,63.3,90.1,80.0
14,12,12,2000,5,40,25,91.4,87,7,7,84.7,13.3,74.1,6.7,72.8,33.3
14,12,12,2000,5,40,30,84.3,87,10,3,87.5,26.7,81.9,26.7,76.8,36.7
14,12,12,2000,5,40,35,76.3,93,7,0,92.5,43.3,93.2,56.7,86.9,63.3
14,12,12,2000,5,40,40,98.3,87,3,10,91.0,40.0,101.8,66.7,98.9,83.3
14,12,12,2000,5,50,25,120.8,67,13,20,83.6,26.7,63.1,0.0,67.1,3.3
14,12,12,2000,5,50,30,76.5,87,13,0,81.5,6.7,77.7,13.3,65.1,0.0
14,12,12,2000,5,50,35,98.4,83,7,10,95.2,50.0,86.4,43.3,82.0,43.3
14,12,12,2000,5,50,40,83.0,90,7,3,114.3,80.0,104.1,63.3,85.8,80.0
14,12,12,2500,3,30,25,176.0,0,57,43,92.0,20.0,62.2,0.0,59.0,0.0
14,12,12,2500,3,30,30,186.6,0,53,47,100.0,20.0,65.9,0.0,61.9,0.0
14,12,12,2500,3,30,35,178.0,0,57,43,105.7,30.0,78.5,16.7,68.2,0.0
14,12,12,2500,3,30,40,166.3,0,63,37,110.8,60.0,95.9,26.7,83.4,40.0
14,12,12,2500,3,40,25,192.3,0,50,50,102.3,40.0,69.4,0.0,65.3,0.0
14,12,12,2500,3,40,30,183.4,0,53,47,109.8,46.7,83.3,23.3,72.1,3.3
14,12,12,2500,3,40,35,208.3,0,43,57,104.6,43.3,94.5,50.0,86.7,50.0
14,12,12,2500,3,40,40,185.1,0,53,47,115.6,66.7,111.8,43.3,86.1,46.7
14,12,12,2500,3,50,25,70.9,0,97,3,102.3,20.0,63.3,0.0,64.7,6.7
14,12,12,2500,3,50,30,63.0,0,100,0,99.4,10.0,67.3,10.0,65.9,10.0
14,12,12,2500,3,50,35,65.1,0,100,0,114.7,60.0,72.3,20.0,68.2,13.3
14,12,12,2500,3,50,40,63.0,0,100,0,107.3,60.0,87.5,20.0,63.5,0.0
14,12,12,2500,4,30,25,188.3,0,57,43,93.7,6.7,76.4,0.0,68.9,0.0
14,12,12,2500,4,30,30,188.6,0,57,43,104.6,26.7,87.7,13.3,79.5,23.3
14,12,12,2500,4,30,35,213.9,0,43,57,115.5,50.0,104.3,33.3,83.8,40.0
14,12,12,2500,4,30,40,173.5,0,63,37,116.6,66.7,108.5,63.3,105.6,73.3
14,12,12,2500,4,40,25,160.6,0,63,37,95.3,33.3,59.6,0.0,59.0,0.0
14,12,12,2500,4,40,30,181.6,0,53,47,99.4,23.3,65.4,0.0,60.5,0.0
14,12,12,2500,4,40,35,192.0,0,50,50,107.7,50.0,81.5,23.3,71.4,3.3
14,12,12,2500,4,40,40,184.0,0,53,47,108.6,33.3,94.2,33.3,88.6,36.7
14,12,12,2500,4,50,25,211.7,0,40,60,100.7,20.0,68.6,0.0,66.4,0.0
14,12,12,2500,4,50,30,182.9,0,53,47,107.8,36.7,76.2,10.0,73.4,3.3
14,12,12,2500,4,50,35,168.1,0,60,40,102.2,46.7,94.2,53.3,87.6,33.3
14,12,12,2500,4,50,40,170.3,0,60,40,112.5,73.3,117.3,60.0,91.1,56.7
14,12,12,2500,5,30,25,214.0,0,47,53,97.3,26.7,68.7,0.0,68.0,3.3
14,12,12,2500,5,30,30,166.5,0,67,33,105.9,36.7,92.1,16.7,75.6,16.7
14,12,12,2500,5,30,35,184.1,0,60,40,105.9,16.7,104.1,33.3,85.7,40.0
14,12,12,2500,5,30,40,179.7,0,67,33,114.2,70.0,114.8,60.0,95.9,73.3
14,12,12,2500,5,40,25,160.1,0,73,27,99.2,26.7,71.8,0.0,74.7,0.0
14,12,12,2500,5,40,30,227.0,0,37,63,112.5,26.7,76.4,10.0,79.0,10.0
14,12,12,2500,5,40,35,205.3,0,47,53,104.0,33.3,113.0,40.0,80.9,16.7
14,12,12,2500,5,40,40,177.5,0,60,40,113.2,40.0,128.8,70.0,91.1,56.7
14,12,12,2500,5,50,25,185.9,0,53,47,102.2,10.0,64.8,0.0,67.4,0.0
14,12,12,2500,5,50,30,189.0,0,53,47,103.5,33.3,75.4,0.0,69.5,0.0
14,12,12,2500,5,50,35,172.5,0,60,40,118.1,46.7,86.5,26.7,91.7,26.7
14,12,12,2500,5,50,40,154.9,0,70,30,114.3,70.0,116.0,70.0,91.0,46.7
14,12,12,3000,3,30,25,202.1,0,47,53,102.9,16.7,59.9,0.0,57.6,0.0
14,12,12,3000,3,30,30,219.9,0,37,63,110.0,10.0,63.6,0.0,63.7,0.0
14,12,12,3000,3,30,35,213.8,0,40,60,120.7,30.0,84.2,13.3,73.0,6.7
14,12,12,3000,3,30,40,211.8,0,40,60,121.9,46.7,84.7,23.3,89.0,23.3
14,12,12,3000,3,40,25,166.5,0,63,37,109.1,20.0,69.0,0.0,69.4,3.3
14,12,12,3000,3,40,30,165.3,0,63,37,131.6,63.3,84.2,10.0,73.3,3.3
14,12,12,3000,3,40,35,187.1,0,53,47,114.2,30.0,103.7,43.3,83.8,23.3
14,12,12,3000,3,40,40,191.4,0,50,50,129.7,63.3,122.1,80.0,95.5,63.3
14,12,12,3000,3,50,25,63.0,0,100,0,108.5,3.3,64.2,0.0,63.0,0.0
14,12,12,3000,3,50,30,73.3,0,97,3,106.2,6.7,64.8,3.3,65.4,0.0
14,12,12,3000,3,50,35,63.0,0,100,0,121.9,33.3,76.1,16.7,63.0,0.0
14,12,12,3000,3,50,40,64.8,0,100,0,117.8,50.0,96.4,3.3,66.9,6.7
14,12,12,3000,4,30,25,176.7,0,63,37,121.2,26.7,74.5,0.0,71.8,0.0
14,12,12,3000,4,30,30,178.4,0,63,37,117.0,26.7,81.3,0.0,79.3,3.3
14,12,12,3000,4,30,35,232.8,0,37,63,119.6,33.3,114.6,33.3,95.3,20.0
14,12,12,3000,4,30,40,191.3,0,60,40,120.4,50.0,111.3,53.3,104.1,53.3
14,12,12,3000,4,40,25,160.9,0,67,33,111.4,16.7,61.1,0.0,59.7,0.0
14,12,12,3000,4,40,30,186.5,0,53,47,106.6,10.0,64.7,0.0,61.5,0.0
14,12,12,3000,4,40,35,212.1,0,43,57,119.2,33.3,82.1,16.7,72.3,3.3
14,12,12,3000,4,40,40,168.6,0,60,40,137.8,56.7,95.7,23.3,80.4,13.3
14,12,12,3000,4,50,25,151.7,0,70,30,108.3,6.7,71.4,0.0,65.9,0.0
14,12,12,3000,4,50,30,164.9,0,63,37,126.9,46.7,79.6,6.7,74.8,3.3
14,12,12,3000,4,50,35,197.3,0,47,53,125.4,36.7,107.3,40.0,85.7,20.0
14,12,12,3000,4,50,40,182.9,0,53,47,126.3,70.0,120.5,60.0,97.6,46.7
14,12,12,3000,5,30,25,190.6,0,57,43,108.1,23.3,66.0,0.0,63.5,0.0
14,12,12,3000,5,30,30,187.2,0,57,43,116.3,30.0,89.1,13.3,77.6,6.7
14,12,12,3000,5,30,35,195.3,0,53,47,123.5,33.3,111.0,40.0,94.6,40.0
14,12,12,3000,5,30,40,179.6,0,63,37,126.2,50.0,134.0,73.3,103.2,46.7
14,12,12,3000,5,40,25,178.4,0,60,40,119.2,33.3,75.6,6.7,73.4,0.0
14,12,12,3000,5,40,30,204.4,0,47,53,117.4,46.7,77.1,3.3,77.9,3.3
14,12,12,3000,5,40,35,183.1,0,57,43,119.7,36.7,128.1,46.7,89.7,33.3
14,12,12,3000,5,40,40,184.4,0,57,43,126.1,50.0,123.5,63.3,103.0,53.3
14,12,12,3000,5,50,25,180.4,0,57,43,112.6,20.0,67.8,0.0,67.1,0.0
14,12,12,3000,5,50,30,187.8,0,53,47,129.1,30.0,77.3,10.0,68.3,0.0
14,12,12,3000,5,50,35,181.9,0,57,43,127.1,73.3,108.1,36.7,89.3,16.7
14,12,12,3000,5,50,40,199.7,0,50,50,128.8,66.7,123.5,76.7,93.1,46.7
14,12,14,1500,3,30,25,71.3,87,10,3,72.8,10.0,57.5,0.0,58.4,6.7
14,12,14,1500,3,30,30,63.3,90,10,0,78.8,23.3,61.8,0.0,61.7,3.3
14,12,14,1500,3,30,35,63.4,90,10,0,81.8,36.7,71.4,26.7,66.3,46.7
14,12,14,1500,3,30,40,71.0,73,23,3,95.9,60.0,80.2,46.7,66.6,76.7
14,12,14,1500,3,40,25,62.2,100,0,0,71.3,16.7,70.3,0.0,65.1,76.7
14,12,14,1500,3,40,30,70.4,97,0,3,78.3,33.3,74.0,20.0,65.2,73.3
14,12,14,1500,3,40,35,62.8,97,3,0,77.4,40.0,89.6,40.0,67.4,90.0
14,12,14,1500,3,40,40,62.3,100,0,0,92.5,70.0,98.6,80.0,71.0,96.7
14,12,14,1500,3,50,25,61.4,100,0,0,68.5,13.3,67.8,10.0,64.5,63.3
14,12,14,1500,3,50,30,61.2,100,0,0,69.3,16.7,77.1,20.0,63.2,70.0
14,12,14,1500,3,50,35,61.2,100,0,0,80.7,40.0,82.5,50.0,66.5,93.3
14,12,14,1500,3,50,40,61.2,100,0,0,89.2,73.3,105.0,73.3,70.8,96.7
14,12,14,1500,4,30,25,72.3,97,0,3,68.5,6.7,61.2,30.0,59.6,33.3
14,12,14,1500,4,30,30,64.6,100,0,0,76.4,23.3,78.1,33.3,67.7,63.3
14,12,14,1500,4,30,35,64.6,100,0,0,78.8,36.7,94.6,70.0,68.4,76.7
14,12,14,1500,4,30,40,69.8,97,3,0,79.9,33.3,90.5,90.0,75.9,96.7
14,12,14,1500,4,40,25,71.3,80,17,3,71.0,3.3,60.7,0.0,59.4,26.7
14,12,14,1500,4,40,30,63.6,83,17,0,68.7,6.7,63.2,0.0,62.9,13.3
14,12,14,1500,4,40,35,63.1,87,13,0,78.4,20.0,69.5,10.0,67.6,63.3
14,12,14,1500,4,40,40,63.2,87,13,0,82.0,33.3,83.7,40.0,70.2,70.0
14,12,14,1500,4,50,25,61.4,100,0,0,72.6,23.3,65.3,0.0,63.4,70.0
14,12,14,1500,4,50,30,61.4,100,0,0,68.4,10.0,76.8,33.3,63.6,73.3
14,12,14,1500,4,50,35,61.9,97,3,0,87.0,46.7,88.0,43.3,65.8,73.3
14,12,14,1500,4,50,40,61.5,100,0,0,78.4,46.7,90.4,56.7,66.3,96.7
14,12,14,1500,5,30,25,74.9,93,3,3,82.4,20.0,61.7,43.3,62.9,43.3
14,12,14,1500,5,30,30,65.7,100,0,0,75.0,23.3,77.7,50.0,65.6,40.0
14,12,14,1500,5,30,35,65.7,100,0,0,74.2,23.3,92.0,66.7,70.2,90.0
14,12,14,1500,5,30,40,65.6,100,0,0,87.4,56.7,95.7,90.0,75.7,96.7
14,12,14,1500,5,40,25,63.6,100,0,0,72.8,10.0,67.1,46.7,65.1,70.0
14,12,14,1500,5,40,30,71.7,97,0,3,73.0,20.0,77.4,40.0,68.0,93.3
14,12,14,1500,5,40,35,71.6,97,0,3,79.9,26.7,87.0,53.3,76.5,86.7
14,12,14,1500,5,40,40,63.4,100,0,0,83.4,46.7,91.0,93.3,83.1,90.0
14,12,14,1500,5,50,25,70.6,97,0,3,77.5,20.0,70.1,10.0,64.1,46.7
14,12,14,1500,5,50,30,62.3,100,0,0,73.9,20.0,69.6,3.3,65.6,43.3
14,12,14,1500,5,50,35,70.3,97,0,3,75.0,33.3,79.5,46.7,68.9,70.0
14,12,14,1500,5,50,40,62.5,100,0,0,87.0,50.0,84.9,63.3,68.8,96.7
14,12,14,2000,3,30,25,88.0,53,40,7,82.7,6.7,59.6,6.7,59.3,0.0
14,12,14,2000,3,30,30,80.8,57,40,3,85.3,26.7,64.5,6.7,61.6,3.3
14,12,14,2000,3,30,35,103.5,53,33,13,89.1,13.3,79.8,23.3,69.7,6.7
14,12,14,2000,3,30,40,73.5,63,37,0,104.5,66.7,78.5,26.7,76.4,33.3
14,12,14,2000,3,40,25,93.3,80,13,7,80.5,13.3,71.3,3.3,71.8,0.0
14,12,14,2000,3,40,30,76.5,93,7,0,92.4,33.3,77.1,6.7,71.9,3.3
14,12,14,2000,3,40,35,98.4,83,7,10,86.6,33.3,91.0,43.3,79.2,50.0
14,12,14,2000,3,40,40,98.1,80,10,10,100.5,66.7,111.3,70.0,77.2,70.0
14,12,14,2000,3,50,25,74.8,93,7,0,80.9,16.7,69.4,6.7,71.8,43.3
14,12,14,2000,3,50,30,76.2,90,10,0,81.0,16.7,76.9,16.7,70.7,33.3
14,12,14,2000,3,50,35,74.4,93,7,0,97.4,56.7,91.1,40.0,77.1,73.3
14,12,14,2000,3,50,40,74.5,90,10,0,98.9,53.3,102.4,83.3,85.1,73.3
14,12,14,2000,4,30,25,78.1,97,3,0,84.1,10.0,63.2,6.7,60.3,13.3
14,12,14,2000,4,30,30,79.7,93,7,0,87.4,30.0,82.3,26.7,79.6,60.0
14,12,14,2000,4,30,35,86.0,90,7,3,97.7,33.3,98.4,53.3,78.5,63.3
14,12,14,2000,4,30,40,88.8,83,13,3,95.6,43.3,99.3,83.3,85.5,90.0
14,12,14,2000,4,40,25,73.1,57,43,0,85.1,16.7,58.4,3.3,57.3,0.0
14,12,14,2000,4,40,30,95.5,50,40,10,85.2,23.3,62.0,3.3,61.9,3.3
14,12,14,2000,4,40,35,80.4,47,50,3,92.7,40.0,74.9,13.3,71.1,0.0
14,12,14,2000,4,40,40,72.9,70,30,0,95.9,36.7,83.1,50.0,78.2,26.7
14,12,14,2000,4,50,25,74.4,97,3,0,86.3,20.0,67.1,0.0,69.0,0.0
14,12,14,2000,4,50,30,89.8,90,3,7,84.9,13.3,76.7,16.7,68.3,6.7
14,12,14,2000,4,50,35,74.4,97,3,0,94.8,40.0,83.2,30.0,78.0,40.0
14,12,14,2000,4,50,40,111.9,80,3,17,103.6,60.0,97.0,63.3,92.2,66.7
14,12,14,2000,5,30,25,86.9,90,7,3,82.0,3.3,65.6,16.7,66.9,36.7
14,12,14,2000,5,30,30,94.8,87,7,7,88.6,26.7,79.6,33.3,72.6,43.3
14,12,14,2000,5,30,35,87.6,90,7,3,86.9,16.7,94.7,40.0,84.1,66.7
14,12,14,2000,5,30,40,79.5,97,3,0,101.7,46.7,114.2,50.0,88.9,83.3
14,12,14,2000,5,40,25,99.4,87,3,10,82.7,13.3,71.8,10.0,72.1,30.0
14,12,14,2000,5,40,30,91.5,90,3,7,86.5,20.0,86.1,20.0,76.1,46.7
14,12,14,2000,5,40,35,86.0,87,10,3,96.9,20.0,105.7,43.3,80.9,66.7
14,12,14,2000,5,40,40,77.1,93,7,0,102.1,50.0,121.9,56.7,83.4,86.7
14,12,14,2000,5,50,25,90.6,83,10,7,82.1,10.0,69.6,3.3,66.7,3.3
14,12,14,2000,5,50,30,90.1,93,0,7,90.6,26.7,72.4,3.3,71.5,16.7
14,12,14,2000,5,50,35,83.1,90,7,3,96.5,46.7,84.2,30.0,76.0,43.3
14,12,14,2000,5,50,40,82.6,97,0,3,101.6,70.0,101.4,76.7,76.6,66.7
14,12,14,2500,3,30,25,166.7,0,60,40,98.5,20.0,56.6,0.0,58.8,3.3
14,12,14,2500,3,30,30,177.8,0,57,43,101.7,23.3,65.1,3.3,59.8,0.0
14,12,14,2500,3,30,35,192.3,0,47,53,102.3,23.3,75.6,10.0,66.6,0.0
14,12,14,2500,3,30,40,183.7,0,53,47,109.5,30.0,84.5,23.3,79.1,26.7
14,12,14,2500,3,40,25,185.5,0,53,47,95.1,10.0,70.3,0.0,70.9,0.0
14,12,14,2500,3,40,30,154.8,0,67,33,103.6,43.3,75.5,0.0,70.8,0.0
14,12,14,2500,3,40,35,160.5,0,67,33,108.8,53.3,98.1,33.3,85.2,10.0
14,12,14,2500,3,40,40,201.4,0,47,53,110.0,60.0,109.3,73.3,87.9,43.3
14,12,14,2500,3,50,25,95.1,0,93,7,98.6,10.0,69.0,0.0,71.2,0.0
14,12,14,2500,3,50,30,93.7,0,93,7,104.0,30.0,83.3,20.0,71.3,6.7
14,12,14,2500,3,50,35,88.0,0,97,3,114.6,40.0,98.4,36.7,84.4,33.3
14,12,14,2500,3,50,40,95.5,0,93,7,116.2,70.0,104.4,73.3,97.5,43.3
14,12,14,2500,4,30,25,210.8,0,47,53,97.0,6.7,62.9,0.0,63.5,0.0
14,12,14,2500,4,30,30,175.2,0,63,37,102.8,33.3,87.0,13.3,78.2,10.0
14,12,14,2500,4,30,35,185.0,0,60,40,114.0,40.0,103.4,30.0,85.1,36.7
